company, a partner or partners not specifically named in a firm s title lee rogers and company
company, a troupe of dramatic or musical performers a repertory company
company, a subdivision of a military regiment or battalion that constitutes the lowest administrative unit
company, it is usually under the command of a captain and is made up of at least two platoons
company, a unit of firefighters
company, a ship s crew and officers
company, see usage note at collective noun
company, to accompany or associate with
company, a group of individuals with a common purpose
company, an entity that manufactures or sells products also known as goods or provides services as a commercial venture
company, any business without respect to incorporation
company, social visitors
company, companionship
company, a unit of approximately sixty to one hundred and twenty soldiers typically consisting of two or three platoons and forming part of a battalion
company, a unit of firefighters and their equipment
company, the entire crew of a ship
company, nickname for an intelligence service
company, to accompany keep company with
company, to associate
company, to be a lively cheerful companion
company, to have sexual intercourse
company, the state of being a companion or companions the act of accompanying fellowship companionship society friendly intercourse
company, a companion or companions
company, an assemblage or association of persons either permanent or transient
company, guests or visitors in distinction from the members of a family
company, society in general people assembled for social intercourse
company, an association of persons for the purpose of carrying on some enterprise or business a corporation a firm
company, partners in a firm whose names are not mentioned in its style or title often abbreviated in writing
company, a subdivision of a regiment of troops under the command of a captain numbering in the united states full strength men
company, the crew of a ship including the officers
company, the body of actors employed in a theater or in the production of a play
company, to associate
company, to be a gay companion
company, to have sexual commerce
company, to accompany or go with to be companion to
company, to accompany attend go with be companion to
company, to associate join
company, to live in company associate consort or keep company
company, to be a gay companion
company, to have sexual intercourse
company, friendship an act pertaining to or befitting a friend or companion
company, a person or persons conjoined to or associated with another or others in any way one or more having or coming into companionship with another or others as choose your company carefully to meet company on the road
company, consort of persons one with another companionship fellowship association as to fall into company with a stranger
company, an assemblage or consociation of persons or rarely of animals any associated or related aggregate indefinitely
company, a body of persons associated for friendly intercourse conversation or pleasure as a small company to dinner
company, a number of persons united for performing or carrying on anything jointly as a company of players an insurance company the east india company
company, a member or the members of a firm so designated without being named in the style or title of the firm usually abbreviated when written as messrs
company, more specifically in london an ancient guild or incorporation of trade as high in office in the goldsmiths company
company, milit a subdivision of an infantry regiment or battalion corresponding to a troop of cavalry or a battery of artillery consisting of from to men and commanded by a captain
company, nautical the crew of a ship including the officers
company, a fleet
company, a number or collection of things
company, to accompany attend go with
company, to accompany attend associate with remain with for companionship
company, to associate with as a lover or suitor
company, to frequent the society of as a suitor or sweetheart as to keep company with a girl
night, this period considered as a unit of time for two nights running
night, this period considered from its conditions a rainy night
night, the period between dusk and midnight of a given day either late thursday night or early friday morning
night, the period between evening and bedtime
night, this period considered from its activities a night at the opera
night, this period set aside for a specific purpose parents night at school
night, the period between bedtime and morning spent the night at a motel
night, one s sleep during this period had a restless night
night, nightfall worked from morning to night
night, darkness vanished into the night
night, a time or condition of gloom obscurity ignorance or despair in a real dark night of the soul it is always three o clock in the morning f
night, a time or condition marked by absence of moral or ethical values he never would have let us go untroubled into the night of private greed anthony lewis
night, of or relating to the night the night air
night, intended for use at night a night light
night, working during the night the night nurse
night, active chiefly at night night prowlers
night, occurring after dark night baseball
night, the period between sunset and sunrise when a location faces far away from the sun thus when the sky is dark
night, an evening or night spent at a particular activity
night, a night and part of the days before and after it spent in a hotel or other accommodation
night, nightfall
night, darkness
night, a dark blue colour midnight blue
night, short for good night
night, to spend a night in a place to overnight
night, that part of the natural day when the sun is beneath the horizon or the time from sunset to sunrise esp the time between dusk and dawn when there is no light of the sun but only moonlight starlight or artificial light
night, darkness obscurity concealment
night, intellectual and moral darkness ignorance
night, a state of affliction adversity as a dreary night of sorrow
night, the period after the close of life death
night, a lifeless or unenlivened period as when nature seems to sleep
night, to grow dark approach toward night
night, the dark half of the day that part of the complete day during which the sun is below the horizon the time from sunset to sunrise
night, evening nightfall the end of the day as he came home at night
night, figuratively a state or time of darkness depression misfortune or the like
night, the darkness of death or the grave
night, a time of sadness or sorrow a dreary period
night, old age
night, the period spent sleeping
night, the dark part of the diurnal cycle considered a time unit
night, roman goddess of night daughter of erebus counterpart of greek nyx
night, the time between sunset and midnight
night, a shortening of nightfall
night, the time after sunset and before sunrise while it is dark outside
night, a period of ignorance or backwardness or gloom
night, darkness
night, night or nighttime is the time when the sun is not in the sky
night, the opposite of night is day
night, the start and end times of night are different in different places
night, it varies on season latitude longitude and timezone
night, in popular culture night is often thought of as a symbol of evil possibly because of the fear of the dark
father, a man who adopts a child
father, a man who raises a child
father, a male parent of an animal
father, a male ancestor
father, a man who creates originates or founds something chaucer is considered the father of english poetry
father, an early form a prototype
father, christianity god
father, christianity the first person of the christian trinity
father, an elderly or venerable man
father, used as a title of respect
father, a member of the senate in ancient rome
father, one of the leading men as of a city the town fathers
father, a church father
father, a priest or clergyman in the roman catholic or anglican churches
father, used as a title and form of address with or without the clergyman s name
father, to procreate offspring as the male parent
father, to act or serve as a father to a child
father, to create found or originate
father, to acknowledge responsibility for
father, to attribute the paternity creation or origin of
father, to assign falsely or unjustly foist
father, to act or serve as a father
father, a male who sires and often raises a child
father, a male donator of sperm which resulted in conception or fertilisation
father, a term of respectful address for an elderly man
father, a term of respectful address for a priest
father, a person who plays the role of a father in some way
father, the founder of a discipline or science
father, to be a father to to sire
father, to give rise to
father, to act as a father to support and nurture
father, one who has begotten a child whether son or daughter a generator a male parent
father, a male ancestor more remote than a parent a progenitor especially a first ancestor a founder of a race or family in the plural fathers ancestors
father, one who performs the offices of a parent by maintenance affetionate care counsel or protection
father, a respectful mode of address to an old man
father, a senator of ancient rome
father, a dignitary of the church a superior of a convent a confessor called also father confessor or a priest also the eldest member of a profession or of a legislative assembly etc
father, one of the chief ecclesiastical authorities of the first centuries after christ often spoken of collectively as the fathers
father, one who or that which gives origin an originator a producer author or contriver the first to practice any art profession or occupation a distinguished example or teacher
father, the supreme being and creator god in theology the first person in the trinity
father, to make one s self the father of to beget
father, to take as one s own child to adopt hence to assume as one s own work to acknowledge one s self author of or responsible for a statement policy etc
father, to provide with a father
father, to beget as a father become the father or progenitor of
father, to acknowledge or treat as a son or daughter act as a father toward
father, to assume as one s own profess or acknowledge one s self to be the owner or author of
father, to give a father to furnish with a father
father, to ascribe or charge to one as his offspring or production fix the generation or authorship of with on or upon
father, he who begets a child the nearest male ancestor a male parent so called in relation to the child
father, a male ancestor more remote than a parent a lineal male ancestor especially the first ancestor the progenitor or founder of a race family or line as ishmael was the father of the bedouins of the desert
father, one who through marriage or adoption occupies the position of a male parent a father in law a stepfather
father, one who exercises paternal care over another a fatherly protector or provider
father, capitalized the supreme being
father, capitalized in orthodox christian phraseology the first person of the trinity
father, a respectful title bestowed on a venerable man an appellation of reverence or honor as father abraham
father, a title given to dignitaries of the roman catholic and eastern churches to officers of monasteries and commonly to monks in general and to confessors and priests
father, a member of one of various roman catholic fraternities as fathers of the oratory etc
father, the title of a senator in ancient rome
father, see conscript fathers under conscript
father, the eldest member of any profession or of any body as father of the bar the oldest practitioner of law father of the house of representatives or of the house of commons the man who has been a member of the body for the longest continuous period
case, see synonyms at example
case, an occurrence of a disease or disorder a mild case of flu
case, a set of circumstances or a state of affairs a situation it may rain in which case the hike will be canceled
case, actual fact reality we suspected the walls were hollow and this proved to be the case
case, a question or problem a matter it is simply a case of honor
case, a situation that requires investigation especially by a formal or official body
case, law an action or a suit or just grounds for an action
case, law the facts or evidence offered in support of a claim
case, a set of reasons or supporting facts an argument presented a good case for changing the law
case, a person being assisted treated or studied as by a physician lawyer or social worker
case, informal a peculiar or eccentric person a character
case, linguistics in traditional grammar a distinct form of a noun pronoun or modifier that is used to express one or more particular syntactic relationships to other words in a sentence
case, linguistics in some varieties of generative grammar the thematic or semantic role of a noun phrase as represented abstractly but not necessarily indicated overtly in surface structure
case, in such frameworks nouns in english have case even in the absence of inflectional case endings
case, in any case regardless of what has occurred or will occur
case, in case if it happens that if
case, in case as a precaution took along an umbrella just in case
case, in case of if there should happen to be a number to call in case of emergency
case, off someone s case no longer nagging or urging someone to do something
case, on someone s case persistently nagging or urging someone to do something
case, a container a receptacle a jewelry case meat filled cases of dough
case, a container with its contents
case, a decorative or protective covering or cover
case, a set or pair a case of pistols
case, the frame or framework of a window door or stairway
case, the surface or outer layer of a metal alloy
case, printing a shallow compartmented tray for storing type or type matrices
case, to put into or cover with a case encase
case, slang to examine carefully as in planning a crime cased the bank before robbing it
case, a box that contains or can contain a number of identical items of manufacture
case, a piece of luggage that can be used to transport an apparatus such as a sewing machine
case, a suitcase
case, a piece of furniture constructed partially of transparent glass or plastic within which items can be displayed
case, the outer covering or framework of a piece of apparatus such as a computer
case, the nature of a piece of alphabetic type whether a capital upper case or small lower case letter
case, four of a kind
case, a unit of liquid measure used to measure sales in the beverage industry equivalent to fluid ounces
case, the last remaining card of a particular rank
case, to place an item or items of manufacture into a box as in preparation for shipment
case, to survey a building or other location surreptitiously as in preparation for a robbery
case, an actual event situation or fact
case, a given condition or state
case, a piece of work specifically defined within a profession
case, an instance or event as a topic of study
case, a legal proceeding lawsuit
case, a specific inflection of a word depending on its function in the sentence
case, grammatical cases and their meanings taken either as a topic in general or within a specific language
case, an instance of a specific condition or set of symptoms
case, a section of code representing one of the actions of a conditional switch
case, to propose hypothetical cases
case, a box sheath or covering
case, a box and its contents the quantity contained in a box
case, a shallow tray divided into compartments or boxes for holding type
case, an inclosing frame a casing
case, a small fissure which admits water to the workings
case, chance accident hap opportunity
case, that which befalls comes or happens an event an instance a circumstance or all the circumstances condition state of things affair
case, a patient under treatment an instance of sickness or injury also the history of a disease or injury
case, the matters of fact or conditions involved in a suit as distinguished from the questions of law a suit or action at law a cause
case, one of the forms or the inflections or changes of form of a noun pronoun or adjective which indicate its relation to other words and in the aggregate constitute its declension the relation which a noun or pronoun sustains to some other word
job, a position in which one is employed
job, a task that must be done washing the windows is not my job
job, a specified duty or responsibility
job, see synonyms at task
job, a specific piece of work to be done for a set fee an expensive repair job
job, the object to be worked on
job, something resulting from or produced by work
job, computer science a program application that may consist of several steps but is performed as a single logical unit
job, informal a difficult or strenuous task it was a real job to convince them to drop the charges
job, informal a bad or unsatisfactory piece of work the stylist did a real job on my hair
job, informal a state of affairs their marriage was a bad job from the start
job, it s a good job that we left early to avoid the traffic
job, informal a criminal act especially a robbery a bank job
job, informal an example of a specified type especially of something made or constructed
job, often used in combination a new building that is just another glass and steel job a cowboy hat that is one of those ten gallon jobs
job, to work at odd jobs
job, to work by the piece
job, to act as a jobber
job, to purchase merchandise from manufacturers and sell it to retailers
job, to arrange for contracted work to be done in portions by others subcontract
job, to transact official business dishonestly for private profit
job, on the job paying close attention on the alert
job, to jab or make a jab
job, a jab
job, a task
job, an economic role for which a person is paid
job, plastic surgery see e g
job, a task or series of tasks carried out in batch mode especially on a mainframe computer
job, a thing often used in a vague way to refer to something whose name one cannot recall
job, to do odd jobs or occasional work for hire
job, to work as a jobber
job, to take the loss
job, to buy and sell for profit as securities to speculate in
job, to subcontract a project or delivery in small portions to a number of contractors
job, a sudden thrust or stab a jab
job, a piece of chance or occasional work any definite work undertaken in gross for a fixed price
job, a public transaction done for private profit something performed ostensibly as a part of official duty but really for private gain a corrupt official business
job, any affair or event which affects one whether fortunately or unfortunately
job, a situation or opportunity of work
job, a task or the execution of a task
job, a task or coordinated set of tasks for a multitasking computer submitted for processing as a single unit usually for execution in background
job, see job control language
job, the hero of the book of that name in the old testament the prototypical patient man
job, to do chance work for hire to work by the piece to do petty work
job, to seek private gain under pretense of public service to turn public matters to private advantage
job, to carry on the business of a jobber in merchandise or stocks
job, to strike or stab with a pointed instrument
job, to thrust in as a pointed instrument
job, to do or cause to be done by separate portions or lots to sublet work
job, to buy and sell as a broker to purchase of importers or manufacturers for the purpose of selling to retailers
job, to hire or let by the job or for a period of service
job, to strike stab or punch as with something pointed
job, to drive force
job, to aim a blow strike at something
job, a lump
job, a particular piece of work something to be done any undertaking of a defined or restricted character also an engagement for the performance of some specified work something to do
job, in printing specifically a piece of work of the miscellaneous class including posters handbills bill heads cards circulars small pamphlets etc
job, an imposition a trick
job, an undertaking so managed as to secure unearned profit or undue advantage especially a public duty or trust performed or conducted with a view to improper private gain a perversion of trust for personal benefit in doing any work
job, strong odd jobs strong disconnected irregular or trivial pieces of work
name, a word or group of words used to describe or evaluate often disparagingly
name, representation or repute as opposed to reality a democracy in name a police state in fact
name, a reputation has a bad name
name, a distinguished reputation made a name for himself as a drummer
name, an illustrious or outstanding person joined several famous names for a photograph
name, see synonyms at celebrity
name, to give a name to named the child after both grandparents
name, to mention specify or cite by name named the primary colors
name, to call by an epithet named them all cowards
name, to nominate for or appoint to a duty an office or an honor
name, see synonyms at appoint
name, to specify or fix we need to name the time for our meeting
name, informal well known by a name a name performer
name, in the name of by the authority of open up in the name of the law
name, in the name of for the reason of using as a reason grisly experiments performed in the name of science
name, to one s name belonging to one i don t have a hat to my name
name, any nounal word or phrase which indicates a particular person place class or thing
name, reputation
name, a person or legal person
name, a unique identifier generally a string of characters
name, an investor in lloyds of london bearing unlimited liability
name, to give a name to
name, to mention specify
name, to identify as relevant or important
name, to publicly implicate
name, to designate for a role
name, the title by which any person or thing is known or designated a distinctive specific appellation whether of an individual or a class
name, a descriptive or qualifying appellation given to a person or thing on account of a character or acts
name, reputed character reputation good or bad estimation fame especially illustrious character or fame honorable estimation distinction
name, those of a certain name a race a family
name, a person an individual
name, to give a distinctive name or appellation to to entitle to denominate to style to call
name, to mention by name to utter or publish the name of to refer to by distinctive title to mention
name, to designate by name or specifically for any purpose to nominate to specify to appoint
name, to designate a member by name as the speaker does by way of reprimand
name, to distinguish by bestowing a particular appellation upon denominate entitle designate by a particular appellation or epithet
name, to mention by name pronounce or record the name of as the person named in a document also to mention in general speak of
name, to nominate designate for any purpose by name specify prescribe
name, in the british house of commons to mention formally by name as guilty of a breach of the rules or of disorderly conduct calling for suspension or some other disciplinary measure
name, to pronounce to be speak of as call
name, strong synonyms strong to call term style dub
name, a word by which a person or thing is denoted the word or words by which an individual person or thing or a class of persons or things is designated and distinguished from others appellation denomination designation
name, figuratively an individual as represented by his name a person as existing in the memory or thoughts of others
name, that which is commonly said of a person reputation character as a good name a bad name a name for benevolence
name, renown fame honor eminence distinction
name, the mere word by which anything is called as distinguished from the thing itself appearance only not reality as a friend in name a rival in reality
name, persons bearing a particular name or patronymic a family a connection
name, a person or thing to be remembered
name, in grammar a noun
name, right ownership or legal possession as represented by one s name as to hold property in one s own name or in the name of another
name, in behalf of on the part of by the authority of used often in invocation adjuration or the like as it was done in the name of the people in the name of common sense what do you mean in god s name spare us
name, in the capacity or character of
name, compare name of god
name, strong synonyms strong name appellation title designation denomination style
name, name is the simplest and most general word for that by which any person or thing is called as his name is john luke i
name, an appellation is a descriptive and therefore specific term as saint louis john s appellation was the baptist george washington has the appellation of father of his country
name, a title is an official or honorary appellation as reverend bishop doctor colonel duke
name, a designation is a distinctive appellation or title marking the individual as charles the simple james the less
name, denomination is to a class what designation is to an individual as coin of various denominations a common use of the word is in application to a separate or independent christian body or organization
name, style may be essentially the same as appellation but it is now generally limited to a name assumed or assigned for public use as the style of his most christian majesty they transacted business under the firm style of smith co
thing, the real or concrete substance of an entity
thing, an entity existing in space and time
thing, an inanimate object
thing, something referred to by a word a symbol a sign or an idea a referent
thing, a creature the poor little thing
thing, an individual object there wasn t a thing in sight
thing, law that which can be possessed or owned
thing, often used in the plural things personal things real
thing, possessions belongings packed her things and left
thing, an article of clothing put on your things and let s go
thing, the equipment needed for an activity or a special purpose where are my cleaning things
thing, an object or entity that is not or cannot be named specifically what is this thing for
thing, an act deed or work promised to do great things
thing, the result of work or activity is always building things
thing, a thought a notion or an utterance what a rotten thing to say
thing, a piece of information wouldn t tell me a thing about the project
thing, a means to an end just the thing to increase sales
thing, an end or objective in blackjack the thing is to get nearest to without going over
thing, a matter of concern many things on my mind
thing, a turn of events a circumstance the accident was a terrible thing
thing, the general state of affairs conditions beneath the smooth surface of things something was wrong tom wicker
thing, a particular state of affairs a situation let s deal with this thing promptly
thing, informal a persistent illogical feeling as a desire or an aversion an obsession has a thing about seafood
thing, informal the latest fad or fashion the rage drag racing was the thing then
thing, slang an activity uniquely suitable and satisfying to one let him do his own thing
thing, see synonyms at
thing, first thing informal right away before anything else do your assignments first thing in the morning
thing, see to have hallucinations
thing, that which is considered to exist as a separate entity object quality or concept
thing, a word symbol sign or other referent that can be used to refer to any entity
thing, an individual object or distinct entity
thing, whatever can be owned
thing, the latest fad or fashion
thing, clothes possessions or equipment
thing, a unit or container usually containing edible goods
thing, a problem dilemma or complicating factor
thing, a penis
thing, a living being or creature
thing, that which matters the crux
thing, used after a noun to refer dismissively to the situation surrounding the noun s referent
thing, a public assembly or judicial council in a germanic country
thing, whatever exists or is conceived to exist as a separate entity whether animate or inanimate any separable or distinguishable object of thought
thing, an inanimate object in distinction from a living being any lifeless material
thing, a transaction or occurrence an event a deed
thing, a portion or part something
thing, a diminutive or slighted object any object viewed as merely existing often used in pity or contempt
thing, clothes furniture appurtenances luggage
thing, whatever may be possessed or owned a property distinguished from person
thing, in scandinavian countries a legislative or judicial assembly
thing, in scandinavian countries a legislative or judicial assembly used esp
thing, in composition in titles of such bodies
thing, see legislature norway
thing, that which is or may become the object of thought that which has existence or is conceived or imagined as having existence any object substance attribute idea fact circumstance event etc
thing, a thing may be either material or ideal animate or inanimate actual possible or imaginary
thing, in more limited applications a particular existence or appearance which is not or cannot be more definitely characterized a somewhat a something
thing, a living being applied to persons or animals either in admiration tenderness or pity or in contempt as a poor sick thing a poor foolish thing
thing, a material object lacking life and consciousness
thing, that which is done an act doing undertaking business affair etc also something which is to be done a duty or task in the passage from chaucer below in the plural prayers or devotions
thing, a composition as a tale a poem or a piece of music used informally or depreciatingly
thing, usually plural personal accoutrements equipments furniture etc especially apparel clothing in particular outdoor garments wraps
side, mathematics a surface bounding a solid figure
side, a surface of an object especially a surface joining a top and bottom the four sides of a box
side, a surface of an object that extends more or less perpendicularly from an observer standing in front the side of the ship
side, either of the two surfaces of a flat object the front side of a piece of paper the two sides of a record
side, the part within an object or area to the left or right of the observer or of its vertical axis
side, the left or right half of the trunk of a human or animal body always sleeps on his side a side of beef
side, the space immediately next to someone stood at her father s side
side, the space immediately next to something
side, often used in combination courtside dockside
side, one of two or more contrasted parts or places within an area identified by its location with respect to a center the north side of the park
side, an area separated from another area by an intervening feature such as a line or barrier on this side of the atlantic the district on the other side of the railroad tracks
side, one of two or more opposing individuals groups teams or sets of opinions
side, one of the positions maintained in a dispute or debate
side, see synonyms at phase
side, a distinct aspect the shy side of his personality
side, line of descent my aunt on my mother s side
side, an incomplete script that shows the lines and cues of a single performer only
side, often used in the plural
side, chiefly british affected superiority arrogance
side, located on a side a side door
side, from or to one side oblique a side view
side, minor incidental a side interest
side, in addition to the main part supplementary a side benefit
side, to provide sides or siding for side a frame house with aluminum
side, to be positioned next to a couch that is sided by low tables
side, to be in agreement with support
side, to align oneself in a disagreement sided with the conservatives in congress siding against the bill
side, on the side in addition to the main portion coleslaw on the side
side, on the side in addition to the main occupation or activity did some consulting work on the side
side, side by side next to each other close together
side, this side of informal verging on short of shady deals that were just this side of criminal
side, a bounding straight edge of a two dimensional shape
side, a flat surface of a three dimensional object a face
side, one half left or right top or bottom front or back etc of something or someone
side, a region in a specified position with respect to something
side, one surface of a sheet of paper used instead of page which can mean one or both surfaces
side, one possible aspect of a concept
side, one set of competitors in a game
side, a sports team
side, a group having a particular allegiance in a conflict or competition
side, sidespin english
side, a television channel usually as opposed to the one currently being watched from when there were only two channels
side, a dish that accompanies the main course a side dish
side, to ally oneself be in an alliance usually with with or rarely in with
side, to be or stand at the side of to be on the side toward
side, to suit to pair to match
side, to work a timber or rib to a certain thickness by trimming the sides
side, to furnish with a siding
side, of or pertaining to a side or the sides being on the side or toward the side lateral
side, hence indirect oblique collateral incidental
side, long large extensive
side, the margin edge verge or border of a surface especially when the thing spoken of is somewhat oblong in shape one of the longer edges as distinguished from the shorter edges called ends a bounding line of a geometrical figure
side, any outer portion of a thing considered apart from and yet in relation to the rest also any part or position viewed as opposite to or contrasted with another
side, one of the halves of the body of an animals or man on either side of the mesial plane or that which pertains to such a half
side, the right or left part of the wall or trunk of the body
side, a slope or declivity as of a hill considered as opposed to another slope over the ridge
side, the position of a person or party regarded as opposed to another person or party whether as a rival or a foe a body of advocates or partisans a party hence the interest or cause which one maintains against another a doctrine or view opposed to another
side, a line of descent traced through one parent as distinguished from that traced through another
side, fig aspect or part regarded as contrasted with some other
side, to lean on one side
change, to give a completely different form or appearance to transform changed the yard into a garden
change, to give and receive reciprocally interchange change places
change, to exchange for or replace with another usually of the same kind or category change one s name a light that changes colors
change, to lay aside abandon or leave for another switch change methods change sides
change, to transfer from one conveyance to another change planes
change, to give or receive the equivalent of money in lower denominations or in foreign currency
change, to put a fresh covering on change a bed change the baby
change, to become different or undergo alteration he changed as he matured
change, to undergo transformation or transition the music changed to a slow waltz
change, to go from one phase to another as the moon or the seasons
change, to make an exchange if you prefer this seat i ll change with you
change, to transfer from one conveyance to another she changed in chicago on her way to the coast
change, to put on other clothing we changed for dinner
change, to become deeper in tone his voice began to change at age
change, the act process or result of altering or modifying a change in facial expression
change, the replacing of one thing for another substitution a change of atmosphere a change of ownership
change, a transformation or transition from one state condition or phase to another the change of seasons
change, something different variety ate early for a change
change, a different or fresh set of clothing
change, money of smaller denomination given or received in exchange for money of higher denomination
change, the balance of money returned when an amount given is more than what is due
change, coins had change jingling in his pocket
change, music a pattern or order in which bells are rung
change, music in jazz a change of harmony a modulation
change, a market or exchange where business is transacted
change, change off to alternate with another person in performing a task
change, change off to perform two tasks at once by alternating or a single task by alternate means
change, change hands to pass from one owner to another
change, change one s mind to reverse a previously held opinion or an earlier decision
change, change one s tune to alter one s approach or attitude
change, the process of becoming different
change, small denominations of money given in exchange for a larger denomination
change, money given back when a customer hands over more than the exact price of an item
change, a transfer between vehicles
change, a change up pitch
change, to become something different
change, to make something into something different
change, to replace
change, to replace one s clothing
change, to transfer to another vehicle train bus etc
change, to exchange
change, any variation or alteration a passing from one state or form to another
change, a succesion or substitution of one thing in the place of another a difference novelty variety
change, a passing from one phase to another
change, alteration in the order of a series permutation
change, that which makes a variety or may be substituted for another
change, small money the money by means of which the larger coins and bank bills are made available in small dealings hence the balance returned when payment is tendered by a coin or note exceeding the sum due
change, a place where merchants and others meet to transact business a building appropriated for mercantile transactions
change, a public house an alehouse
change, any order in which a number of bells are struck other than that of the diatonic scale
change, to be altered to undergo variation
change, to pass from one phase to another
change, to alter to make different to cause to pass from one state to another
change, to alter by substituting something else for or by giving up for something else
change, to give and take reciprocally to exchange followed by with
change, specifically to give or receive smaller denominations of money technically called change for
change, to substitute another thing or things for shift cause to be replaced by another as to change the clothes or one suit of clothes for another to change one s position
change, specifically to give or procure an equivalent for in smaller parts of like kind make or get change for said of money as to change a bank note that is to give or receive coins or smaller notes in exchange for it
change, to give and take reciprocally barter exchange
change, to cause to turn or pass from one state to another alter or make different vary in external form or in essence as to change the color or shape of a thing to change countenance
girl, a daughter our youngest girl
girl, often offensive a woman especially a young woman
girl, informal a woman socializing in a group of women a night out with the girls
girl, informal used as a familiar form of address to express support of or camaraderie with a woman
girl, informal a female sweetheart cadets escorting their girls to the ball
girl, offensive a female servant or employee
girl, a young female human in contrast to boy a female child or young adult
girl, any woman regardless of her age
girl, a female servant a maid
girl, a boy with girl like qualities especially squeamishness
girl, a girlfriend
girl, a daughter
girl, a roebuck two years old
girl, a young person of either sex a child
girl, a female child from birth to the age of puberty a young maiden
girl, a female servant a maidservant
girl, a roebuck two years old
girl, a young person of either sex a child
